Date,Ticker,Index_Source,Stock_Price,ATM_Strike,Implied_Volatility,1W_Call_Price,1W_Put_Price,1W_Call_Delta,1W_Put_Delta,1W_Gamma,1W_Call_Theta,1W_Put_Theta,1W_Vega,1W_Call_Rho,1W_Put_Rho,2W_Call_Price,2W_Put_Price,2W_Call_Delta,2W_Put_Delta,2W_Gamma,2W_Call_Theta,2W_Put_Theta,2W_Vega,2W_Call_Rho,2W_Put_Rho,3W_Call_Price,3W_Put_Price,3W_Call_Delta,3W_Put_Delta,3W_Gamma,3W_Call_Theta,3W_Put_Theta,3W_Vega,3W_Call_Rho,3W_Put_Rho
2026-08-27 14:18:36,ODFL,Nasdaq 100,200.64,200.00,0.3740,6.90,6.90,0.5422,-0.4578,0.0382,-0.3088,-0.2814,0.1102,0.0200,-0.0183,6.90,6.90,0.5424,-0.4576,0.0270,-0.2223,-0.1949,0.1559,0.0393,-0.0373,6.90,6.90,0.5448,-0.4552,0.0220,-0.1838,-0.1565,0.1908,0.0584,-0.0563
2026-08-27 14:18:36,ORCL,S&P 500,149.32,150.00,0.5449,4.65,4.85,0.4961,-0.5039,0.0354,-0.3307,-0.3101,0.0825,0.0134,-0.0153,9.65,9.35,0.5245,-0.4755,0.0170,-0.3421,-0.3216,0.1164,0.0265,-0.0309,10.80,10.55,0.5320,-0.4680,0.0149,-0.2629,-0.2424,0.1424,0.0396,-0.0464
2026-08-27 14:18:36,ORLY,Nasdaq 100,88.15,90.00,0.2579,1.75,2.90,0.2963,-0.7037,0.1098,-0.0813,-0.0689,0.0422,0.0049,-0.0123,1.75,2.90,0.3644,-0.6356,0.0844,-0.0640,-0.0517,0.0649,0.0119,-0.0225,1.75,2.90,0.3985,-0.6015,0.0708,-0.0547,-0.0424,0.0816,0.0194,-0.0323
2026-08-27 14:18:36,PANW,Nasdaq 100,385.44,390.00,0.8546,18.00,28.00,0.4872,-0.5128,0.0087,-1.3226,-1.2693,0.2128,0.0329,-0.0418,21.02,27.25,0.4993,-0.5007,0.0075,-0.7849,-0.7315,0.3012,0.0663,-0.0830,24.17,29.60,0.5089,-0.4911,0.0066,-0.6005,-0.5473,0.3687,0.0998,-0.1239
2026-08-27 14:18:36,PAYX,Nasdaq 100,126.77,125.00,0.3064,4.60,2.48,0.6462,-0.3538,0.0691,-0.1536,-0.1365,0.0653,0.0151,-0.0089,4.60,2.48,0.6165,-0.3835,0.0502,-0.1139,-0.0968,0.0948,0.0284,-0.0195,4.60,2.48,0.6053,-0.3947,0.0413,-0.0952,-0.0782,0.1171,0.0414,-0.0303
2026-08-27 14:18:36,PCAR,Nasdaq 100,126.92,125.00,0.2904,4.38,1.60,0.6635,-0.3365,0.0715,-0.1442,-0.1270,0.0641,0.0155,-0.0084,4.38,1.60,0.6291,-0.3709,0.0523,-0.1078,-0.0907,0.0939,0.0291,-0.0188,4.38,1.60,0.6158,-0.3842,0.0432,-0.0905,-0.0734,0.1163,0.0422,-0.0295
2026-08-27 14:18:36,PDD,Nasdaq 100,83.92,85.00,0.3276,1.11,2.09,0.4059,-0.5941,0.1018,-0.1100,-0.0984,0.0451,0.0063,-0.0100,1.60,2.60,0.4412,-0.5588,0.0772,-0.0769,-0.0653,0.0649,0.0136,-0.0190,2.16,3.05,0.4625,-0.5375,0.0629,-0.0647,-0.0531,0.0799,0.0211,-0.0277
2026-08-27 14:18:36,PEP,Nasdaq 100 / S&P 500,140.52,140.00,0.1864,2.02,2.09,0.5773,-0.4227,0.1079,-0.1123,-0.0931,0.0762,0.0152,-0.0116,2.19,2.50,0.5791,-0.4209,0.0905,-0.0712,-0.0521,0.1076,0.0304,-0.0232,2.52,3.00,0.5717,-0.4283,0.0676,-0.0649,-0.0458,0.1323,0.0446,-0.0357
2026-08-27 14:18:36,PFE,S&P 500,28.09,28.00,0.2334,0.43,0.29,0.5599,-0.4401,0.4344,-0.0277,-0.0239,0.0153,0.0029,-0.0024,0.58,0.40,0.5556,-0.4444,0.3109,-0.0200,-0.0162,0.0217,0.0058,-0.0050,0.72,0.50,0.5553,-0.4447,0.2491,-0.0170,-0.0131,0.0266,0.0086,-0.0075
2026-08-27 14:18:36,PG,Dow 30 / S&P 500,143.41,145.00,0.1902,0.95,2.32,0.3560,-0.6440,0.0987,-0.1074,-0.0876,0.0740,0.0096,-0.0182,1.64,2.70,0.4104,-0.5896,0.0730,-0.0818,-0.0620,0.1092,0.0220,-0.0335,2.03,3.10,0.4390,-0.5610,0.0595,-0.0705,-0.0507,0.1356,0.0350,-0.0482
2026-08-27 14:18:36,PLTR,Nasdaq 100 / S&P 500,185.95,185.00,0.4822,5.87,4.89,0.5495,-0.4505,0.0319,-0.3643,-0.3390,0.1019,0.0185,-0.0169,7.55,6.30,0.5487,-0.4513,0.0231,-0.2559,-0.2306,0.1442,0.0363,-0.0346,9.30,7.88,0.5506,-0.4494,0.0186,-0.2132,-0.1880,0.1765,0.0536,-0.0525
2026-08-27 14:18:36,PM,S&P 500,191.35,190.00,0.3086,3.70,2.38,0.5830,-0.4170,0.0477,-0.2427,-0.2167,0.1034,0.0206,-0.0158,6.70,3.19,0.5755,-0.4245,0.0371,-0.1623,-0.1363,0.1468,0.0403,-0.0325,5.65,4.25,0.5709,-0.4291,0.0297,-0.1377,-0.1117,0.1802,0.0593,-0.0497
2026-08-27 14:18:36,PYPL,Nasdaq 100,61.44,60.00,0.4116,2.19,0.66,0.6777,-0.3223,0.1024,-0.0951,-0.0869,0.0305,0.0076,-0.0039,2.48,0.89,0.6326,-0.3674,0.0706,-0.0767,-0.0685,0.0453,0.0138,-0.0092,2.80,1.24,0.6462,-0.3538,0.0763,-0.0482,-0.0400,0.0548,0.0212,-0.0132
2026-08-27 14:18:36,QCOM,Nasdaq 100 / S&P 500,164.95,165.00,0.3691,3.60,4.57,0.5153,-0.4847,0.0473,-0.2513,-0.2287,0.0911,0.0156,-0.0160,5.05,5.85,0.5234,-0.4766,0.0329,-0.1833,-0.1608,0.1287,0.0312,-0.0320,6.17,6.75,0.5295,-0.4705,0.0261,-0.1555,-0.1330,0.1574,0.0466,-0.0480
2026-08-27 14:18:36,REGN,Nasdaq 100,812.17,810.00,0.3029,14.20,10.35,0.5428,-0.4572,0.0116,-1.0236,-0.9128,0.4461,0.0817,-0.0735,33.50,7.25,0.5431,-0.4569,0.0084,-0.7227,-0.6120,0.6308,0.1613,-0.1488,41.55,12.05,0.5435,-0.4565,0.0061,-0.6727,-0.5621,0.7726,0.2377,-0.2270
2026-08-27 14:18:36,ROP,Nasdaq 100,420.21,420.00,0.2988,8.50,8.40,0.5223,-0.4777,0.0229,-0.5238,-0.4664,0.2318,0.0407,-0.0398,8.50,8.40,0.5281,-0.4719,0.0162,-0.3785,-0.3211,0.3275,0.0812,-0.0796,8.50,8.40,0.5331,-0.4669,0.0132,-0.3141,-0.2567,0.4007,0.1216,-0.1194
2026-08-27 14:18:36,ROST,Nasdaq 100,231.99,230.00,0.2919,12.00,1.97,0.6014,-0.3986,0.0412,-0.2770,-0.2455,0.1240,0.0258,-0.0183,12.98,3.20,0.5978,-0.4022,0.0355,-0.1688,-0.1374,0.1758,0.0510,-0.0370,7.20,4.24,0.5822,-0.4178,0.0256,-0.1594,-0.1280,0.2173,0.0734,-0.0585
2026-08-27 14:18:36,RTX,S&P 500,212.18,210.00,0.2546,3.80,1.90,0.6322,-0.3678,0.0504,-0.2192,-0.1904,0.1107,0.0249,-0.0153,5.25,2.66,0.6095,-0.3905,0.0375,-0.1572,-0.1285,0.1595,0.0475,-0.0329,6.20,3.67,0.5985,-0.4015,0.0303,-0.1341,-0.1054,0.1968,0.0693,-0.0512
2026-08-27 14:18:36,SBUX,Nasdaq 100 / S&P 500,106.93,105.00,0.2935,2.57,0.82,0.6887,-0.3113,0.0813,-0.1194,-0.1050,0.0523,0.0136,-0.0066,3.59,1.00,0.6481,-0.3519,0.0606,-0.0902,-0.0758,0.0777,0.0252,-0.0150,4.51,1.74,0.6280,-0.3720,0.0487,-0.0786,-0.0642,0.0970,0.0362,-0.0241
2026-08-27 14:18:36,SCHW,S&P 500,107.88,110.00,0.2319,0.75,2.62,0.2878,-0.7122,0.0984,-0.0886,-0.0735,0.0510,0.0058,-0.0152,1.21,2.78,0.3614,-0.6386,0.0748,-0.0722,-0.0572,0.0792,0.0145,-0.0276,1.70,3.41,0.4009,-0.5991,0.0606,-0.0644,-0.0493,0.1000,0.0239,-0.0392
2026-08-27 14:18:36,SHOP,Nasdaq 100,153.22,155.00,0.4761,3.62,4.45,0.4492,-0.5508,0.0392,-0.2945,-0.2733,0.0840,0.0126,-0.0171,5.35,4.86,0.4772,-0.5228,0.0280,-0.2119,-0.1907,0.1195,0.0261,-0.0332,6.13,6.49,0.4900,-0.5100,0.0239,-0.1681,-0.1469,0.1466,0.0397,-0.0492
2026-08-27 14:18:36,SNDK,Nasdaq 100,1477.32,1480.00,0.6878,64.80,64.40,0.5154,-0.4846,0.0028,-4.1037,-3.9012,0.8156,0.1354,-0.1482,86.74,86.80,0.5269,-0.4731,0.0020,-2.8962,-2.6938,1.1516,0.2684,-0.2982,104.00,103.40,0.5358,-0.4642,0.0016,-2.4252,-2.2230,1.4080,0.3985,-0.4506
2026-08-27 14:18:36,SNPS,Nasdaq 100,458.35,460.00,0.4303,9.70,15.40,0.4942,-0.5058,0.0146,-0.8079,-0.7449,0.2532,0.0415,-0.0467,16.20,71.00,0.5076,-0.4924,0.0109,-0.5528,-0.4899,0.3581,0.0838,-0.0923,16.35,20.50,0.5159,-0.4841,0.0092,-0.4427,-0.3798,0.4383,0.1262,-0.1377
2026-08-27 14:18:36,SO,S&P 500,88.60,90.00,0.1878,0.43,1.85,0.2901,-0.7099,0.1486,-0.0598,-0.0475,0.0420,0.0049,-0.0124,0.65,1.80,0.3532,-0.6468,0.1202,-0.0452,-0.0329,0.0645,0.0117,-0.0227,0.92,2.05,0.3908,-0.6092,0.1011,-0.0393,-0.0270,0.0816,0.0193,-0.0323
2026-08-27 14:18:36,SPG,S&P 500,214.93,210.00,0.1926,7.70,2.83,0.8210,-0.1790,0.0456,-0.1305,-0.1017,0.0778,0.0327,-0.0075,7.70,2.83,0.7533,-0.2467,0.0389,-0.1127,-0.0840,0.1328,0.0596,-0.0208,7.70,2.83,0.7216,-0.2784,0.0338,-0.0996,-0.0709,0.1731,0.0850,-0.0354
2026-08-27 14:18:36,STX,Nasdaq 100,829.50,830.00,0.6111,36.00,30.73,0.5186,-0.4814,0.0057,-2.0532,-1.9397,0.4578,0.0771,-0.0819,42.88,42.21,0.5284,-0.4716,0.0040,-1.4744,-1.3609,0.6465,0.1526,-0.1651,53.65,49.03,0.5360,-0.4640,0.0032,-1.2361,-1.1227,0.7905,0.2266,-0.2495
2026-08-27 14:18:36,T,S&P 500,25.49,25.00,0.2539,0.66,0.14,0.7228,-0.2772,0.3738,-0.0239,-0.0205,0.0118,0.0034,-0.0014,0.77,0.23,0.6805,-0.3195,0.2956,-0.0177,-0.0143,0.0178,0.0063,-0.0032,0.88,0.35,0.6515,-0.3485,0.2355,-0.0160,-0.0126,0.0226,0.0090,-0.0053
2026-08-27 14:18:36,TMO,S&P 500,632.26,630.00,0.3472,13.74,8.15,0.5472,-0.4528,0.0130,-0.9057,-0.8195,0.3469,0.0637,-0.0570,16.63,13.30,0.5492,-0.4508,0.0108,-0.5644,-0.4783,0.4902,0.1269,-0.1143,20.00,18.59,0.5495,-0.4505,0.0085,-0.4844,-0.3983,0.6004,0.1880,-0.1734
2026-08-27 14:18:36,TMUS,Nasdaq 100 / S&P 500,177.66,180.00,0.2483,1.70,4.43,0.3686,-0.6314,0.0617,-0.1733,-0.1487,0.0928,0.0123,-0.0222,5.15,5.57,0.4215,-0.5785,0.0440,-0.1342,-0.1095,0.1361,0.0277,-0.0412,3.80,6.00,0.4503,-0.5497,0.0344,-0.1190,-0.0944,0.1687,0.0439,-0.0594
2026-08-27 14:18:36,TRI,Nasdaq 100,105.17,105.00,0.5715,5.10,4.45,0.5288,-0.4712,0.0478,-0.2437,-0.2294,0.0580,0.0100,-0.0101,5.10,4.45,0.5349,-0.4651,0.0338,-0.1741,-0.1598,0.0819,0.0197,-0.0205,5.10,4.45,0.5404,-0.4596,0.0275,-0.1432,-0.1289,0.1001,0.0293,-0.0310
2026-08-27 14:18:36,TRV,Dow 30,369.02,370.00,0.2273,7.00,7.28,0.4848,-0.5152,0.0343,-0.3547,-0.3040,0.2037,0.0335,-0.0374,7.00,7.28,0.5023,-0.4977,0.0243,-0.2586,-0.2080,0.2883,0.0686,-0.0730,7.00,7.28,0.5125,-0.4875,0.0198,-0.2158,-0.1653,0.3529,0.1042,-0.1081
2026-08-27 14:18:36,TSLA,Nasdaq 100 / S&P 500,353.82,350.00,0.3621,9.39,5.00,0.6028,-0.3972,0.0217,-0.5166,-0.4687,0.1889,0.0391,-0.0279,13.40,8.80,0.5816,-0.4184,0.0145,-0.4016,-0.3537,0.2706,0.0739,-0.0601,16.04,11.25,0.5759,-0.4241,0.0116,-0.3410,-0.2932,0.3324,0.1081,-0.0927
2026-08-27 14:18:36,TTWO,Nasdaq 100,230.76,230.00,0.5596,8.40,6.20,0.5374,-0.4626,0.0222,-0.5233,-0.4918,0.1269,0.0223,-0.0217,7.40,8.10,0.5408,-0.4592,0.0168,-0.3513,-0.3198,0.1794,0.0440,-0.0440,10.20,8.70,0.5445,-0.4555,0.0143,-0.2779,-0.2465,0.2194,0.0655,-0.0664
2026-08-27 14:18:36,TXN,Nasdaq 100 / S&P 500,265.07,270.00,0.4048,4.39,7.20,0.3884,-0.6116,0.0258,-0.4203,-0.3833,0.1407,0.0190,-0.0327,4.85,14.37,0.4210,-0.5790,0.0210,-0.2751,-0.2382,0.2030,0.0407,-0.0627,7.85,10.80,0.4494,-0.5506,0.0165,-0.2408,-0.2039,0.2516,0.0641,-0.0908
2026-08-27 14:18:36,UBER,S&P 500,76.78,75.00,0.3423,2.76,0.73,0.7051,-0.2949,0.0948,-0.0967,-0.0865,0.0367,0.0099,-0.0045,3.10,1.13,0.6596,-0.3404,0.0710,-0.0741,-0.0638,0.0551,0.0182,-0.0105,3.70,1.58,0.6395,-0.3605,0.0583,-0.0634,-0.0532,0.0689,0.0262,-0.0169
2026-08-27 14:18:36,UNH,Dow 30 / S&P 500,395.56,400.00,0.2572,3.75,9.15,0.3941,-0.6059,0.0273,-0.4081,-0.3534,0.2108,0.0292,-0.0475,5.90,10.46,0.4358,-0.5642,0.0201,-0.2987,-0.2440,0.3051,0.0638,-0.0894,7.28,13.00,0.4561,-0.5439,0.0169,-0.2450,-0.1903,0.3762,0.0993,-0.1302
2026-08-27 14:18:36,UNP,S&P 500,307.98,310.00,0.2055,4.73,3.82,0.4279,-0.5721,0.0448,-0.2633,-0.2209,0.1674,0.0248,-0.0346,6.50,2.50,0.4642,-0.5358,0.0309,-0.2015,-0.1591,0.2397,0.0531,-0.0655,5.80,7.60,0.4835,-0.5165,0.0241,-0.1763,-0.1339,0.2945,0.0822,-0.0957
2026-08-27 14:18:36,UPS,S&P 500,106.04,105.00,0.2437,2.10,1.05,0.6326,-0.3674,0.1053,-0.1052,-0.0908,0.0553,0.0125,-0.0076,2.55,1.44,0.6056,-0.3944,0.0748,-0.0792,-0.0648,0.0799,0.0236,-0.0166,3.11,1.95,0.5945,-0.4055,0.0596,-0.0682,-0.0539,0.0986,0.0344,-0.0259
2026-08-27 14:18:36,USB,S&P 500,62.53,65.00,0.2129,0.19,2.56,0.1031,-0.8969,0.0973,-0.0245,-0.0156,0.0155,0.0012,-0.0112,0.35,2.29,0.1942,-0.8058,0.1057,-0.0272,-0.0183,0.0337,0.0046,-0.0203,0.47,3.00,0.2590,-0.7410,0.0974,-0.0278,-0.0189,0.0486,0.0090,-0.0283
2026-08-27 14:18:36,V,Dow 30 / S&P 500,380.81,380.00,0.2118,4.94,3.60,0.5477,-0.4523,0.0355,-0.3439,-0.2919,0.2089,0.0390,-0.0338,6.49,4.95,0.5487,-0.4513,0.0264,-0.2401,-0.1882,0.2953,0.0775,-0.0679,8.00,6.25,0.5494,-0.4506,0.0205,-0.2095,-0.1576,0.3616,0.1154,-0.1026
2026-08-27 14:18:36,VRSK,Nasdaq 100,189.37,190.00,0.4132,5.84,6.60,0.4949,-0.5051,0.0368,-0.3210,-0.2950,0.1046,0.0172,-0.0192,5.84,6.60,0.5092,-0.4908,0.0260,-0.2307,-0.2047,0.1479,0.0347,-0.0380,5.84,6.60,0.5180,-0.4820,0.0212,-0.1905,-0.1646,0.1810,0.0522,-0.0568
2026-08-27 14:18:36,VRTX,Nasdaq 100,548.61,550.00,0.2919,8.20,6.85,0.4926,-0.5074,0.0180,-0.6677,-0.5924,0.3030,0.0502,-0.0552,10.58,10.70,0.5065,-0.4935,0.0133,-0.4651,-0.3899,0.4286,0.1021,-0.1085,14.20,14.64,0.5168,-0.4832,0.0097,-0.4260,-0.3509,0.5245,0.1537,-0.1619
2026-08-27 14:18:36,VZ,Dow 30 / S&P 500,49.69,50.00,0.2051,0.49,0.72,0.4335,-0.5665,0.2787,-0.0425,-0.0357,0.0271,0.0040,-0.0055,0.76,0.90,0.4668,-0.5332,0.1973,-0.0317,-0.0249,0.0387,0.0086,-0.0105,0.88,1.07,0.4856,-0.5144,0.1539,-0.0278,-0.0209,0.0475,0.0133,-0.0154
2026-08-27 14:18:36,WBD,Nasdaq 100,28.85,29.00,0.2969,0.34,0.37,0.4689,-0.5311,0.3353,-0.0355,-0.0315,0.0159,0.0025,-0.0030,0.40,0.79,0.4904,-0.5096,0.2377,-0.0257,-0.0218,0.0225,0.0052,-0.0059,0.55,0.52,0.4935,-0.5065,0.2707,-0.0159,-0.0119,0.0276,0.0079,-0.0088
2026-08-27 14:18:36,WDAY,Nasdaq 100,191.75,190.00,0.7249,10.00,8.06,0.5600,-0.4400,0.0205,-0.5558,-0.5298,0.1047,0.0189,-0.0175,11.35,8.18,0.5614,-0.4386,0.0181,-0.3192,-0.2932,0.1480,0.0376,-0.0352,15.18,7.70,0.5620,-0.4380,0.0146,-0.2667,-0.2408,0.1813,0.0552,-0.0538
2026-08-27 14:18:36,WDC,Nasdaq 100,450.35,450.00,0.6314,17.90,19.15,0.5253,-0.4747,0.0101,-1.1501,-1.0885,0.2483,0.0423,-0.0439,25.75,24.00,0.5335,-0.4665,0.0071,-0.8279,-0.7663,0.3506,0.0833,-0.0889,29.50,30.14,0.5407,-0.4593,0.0056,-0.7035,-0.6421,0.4287,0.1233,-0.1349
2026-08-27 14:18:36,WFC,S&P 500,85.00,85.00,0.2319,1.15,1.13,0.5176,-0.4824,0.1460,-0.0836,-0.0720,0.0469,0.0082,-0.0081,1.67,1.33,0.5255,-0.4745,0.1044,-0.0601,-0.0485,0.0663,0.0165,-0.0160,2.00,1.76,0.5312,-0.4688,0.0837,-0.0509,-0.0393,0.0811,0.0248,-0.0239
2026-08-27 14:18:36,WMT,Dow 30 / Nasdaq 100 / S&P 500,102.86,105.00,0.2134,0.58,2.56,0.2574,-0.7426,0.1062,-0.0736,-0.0593,0.0460,0.0050,-0.0151,0.96,3.00,0.3335,-0.6665,0.0852,-0.0600,-0.0457,0.0733,0.0128,-0.0274,1.39,3.24,0.3798,-0.6202,0.0693,-0.0550,-0.0406,0.0939,0.0217,-0.0386
2026-08-27 14:18:36,XEL,Nasdaq 100,77.11,75.00,0.2859,3.00,0.85,0.7723,-0.2277,0.0989,-0.0737,-0.0634,0.0322,0.0109,-0.0034,3.00,0.85,0.7119,-0.2881,0.0790,-0.0597,-0.0495,0.0515,0.0199,-0.0088,3.00,0.85,0.6850,-0.3150,0.0672,-0.0515,-0.0412,0.0657,0.0284,-0.0146
2026-08-27 14:18:36,XOM,S&P 500,157.79,160.00,0.2439,1.51,3.72,0.3570,-0.6430,0.0700,-0.1496,-0.1277,0.0815,0.0106,-0.0201,2.27,4.50,0.4174,-0.5826,0.0483,-0.1213,-0.0994,0.1206,0.0243,-0.0369,3.21,5.50,0.4441,-0.5559,0.0392,-0.1040,-0.0822,0.1495,0.0385,-0.0533
2026-08-27 14:18:36,ZS,Nasdaq 100,187.07,185.00,1.1445,14.73,11.66,0.5618,-0.4382,0.0133,-0.8474,-0.8221,0.1021,0.0177,-0.0178,16.00,13.10,0.5648,-0.4352,0.0113,-0.5021,-0.4768,0.1442,0.0348,-0.0361,16.94,14.44,0.5677,-0.4323,0.0104,-0.3675,-0.3422,0.1764,0.0517,-0.0544
2026-08-28 23:29:00,AAPL,Dow 30 / Nasdaq 100 / S&P 500,319.70,320.00,0.2262,3.80,3.75,0.5065,-0.4935,0.0398,-0.3070,-0.2632,0.1766,0.0303,-0.0310,5.95,5.85,0.5177,-0.4823,0.0257,-0.2429,-0.1991,0.2495,0.0611,-0.0615,7.53,7.10,0.5248,-0.4752,0.0205,-0.2059,-0.1622,0.3053,0.0919,-0.0917
2026-08-28 23:29:00,ABBV,S&P 500,255.48,260.00,0.2637,1.92,5.52,0.3315,-0.6685,0.0389,-0.2531,-0.2175,0.1284,0.0159,-0.0340,2.73,6.05,0.3958,-0.6042,0.0281,-0.2020,-0.1665,0.1928,0.0374,-0.0622,4.00,7.97,0.4216,-0.5784,0.0240,-0.1660,-0.1305,0.2397,0.0592,-0.0900
2026-08-28 23:29:00,ABNB,Nasdaq 100,189.43,190.00,0.2993,2.80,2.90,0.4886,-0.5114,0.0508,-0.2359,-0.2099,0.1046,0.0172,-0.0192,3.75,4.00,0.5036,-0.4964,0.0372,-0.1651,-0.1391,0.1480,0.0350,-0.0377,4.91,5.12,0.5144,-0.4856,0.0278,-0.1487,-0.1228,0.1811,0.0528,-0.0562
2026-08-28 23:29:00,ABT,S&P 500,112.47,110.00,0.3306,3.23,0.47,0.7016,-0.2984,0.0674,-0.1379,-0.1228,0.0540,0.0144,-0.0066,3.00,0.88,0.6715,-0.3285,0.0553,-0.0942,-0.0792,0.0796,0.0274,-0.0147,4.20,1.30,0.6615,-0.3385,0.0498,-0.0736,-0.0586,0.0987,0.0402,-0.0229
2026-08-28 23:29:00,ACN,S&P 500,189.61,190.00,0.4094,3.85,4.20,0.5036,-0.4964,0.0371,-0.3188,-0.2928,0.1048,0.0175,-0.0189,5.56,7.10,0.5154,-0.4846,0.0261,-0.2298,-0.2038,0.1480,0.0352,-0.0376,7.50,7.50,0.5246,-0.4754,0.0194,-0.2071,-0.1811,0.1811,0.0525,-0.0565
2026-08-28 23:29:00,ADBE,Nasdaq 100 / S&P 500,291.52,290.00,0.4022,7.14,5.22,0.5552,-0.4448,0.0243,-0.4794,-0.4398,0.1595,0.0296,-0.0259,14.70,12.60,0.5476,-0.4524,0.0115,-0.5064,-0.4667,0.2261,0.0556,-0.0554,16.37,14.90,0.5507,-0.4493,0.0101,-0.3876,-0.3480,0.2767,0.0828,-0.0836
2026-08-28 23:29:00,ADI,Nasdaq 100,361.78,360.00,0.3347,7.50,5.85,0.5597,-0.4403,0.0235,-0.4991,-0.4498,0.1976,0.0373,-0.0316,5.40,9.44,0.5546,-0.4454,0.0167,-0.3603,-0.3110,0.2800,0.0729,-0.0650,11.60,11.04,0.5534,-0.4466,0.0128,-0.3163,-0.2672,0.3431,0.1073,-0.0992
2026-08-28 23:29:00,ADP,Nasdaq 100,287.48,290.00,0.3746,2.50,2.49,0.4507,-0.5493,0.0265,-0.4388,-0.3992,0.1576,0.0239,-0.0317,3.80,4.50,0.4648,-0.5352,0.0238,-0.2543,-0.2147,0.2237,0.0491,-0.0620,5.23,11.10,0.4802,-0.5198,0.0200,-0.2073,-0.1677,0.2748,0.0753,-0.0911
2026-08-28 23:29:00,ADSK,Nasdaq 100,260.66,260.00,0.5957,6.06,7.20,0.5333,-0.4667,0.0185,-0.6284,-0.5928,0.1435,0.0249,-0.0249,8.25,8.60,0.5377,-0.4623,0.0175,-0.3407,-0.3051,0.2027,0.0501,-0.0495,8.20,9.92,0.5415,-0.4585,0.0139,-0.2873,-0.2518,0.2481,0.0743,-0.0749
2026-08-28 23:29:00,AEP,Nasdaq 100,122.31,120.00,0.2501,4.23,1.24,0.7242,-0.2758,0.0789,-0.1128,-0.0964,0.0566,0.0164,-0.0066,4.23,1.24,0.6747,-0.3253,0.0601,-0.0878,-0.0714,0.0862,0.0302,-0.0158,4.23,1.24,0.6539,-0.3461,0.0503,-0.0748,-0.0584,0.1082,0.0435,-0.0254
2026-08-28 23:29:00,ALNY,Nasdaq 100,237.10,240.00,0.5523,8.50,15.10,0.4569,-0.5431,0.0219,-0.5277,-0.4949,0.1302,0.0196,-0.0264,8.50,15.10,0.4838,-0.5162,0.0155,-0.3795,-0.3467,0.1851,0.0405,-0.0514,8.50,15.10,0.4985,-0.5015,0.0127,-0.3129,-0.2802,0.2269,0.0614,-0.0763
2026-08-28 23:29:00,AMAT,Nasdaq 100 / S&P 500,461.67,460.00,0.5087,12.25,10.41,0.5399,-0.4601,0.0122,-0.9543,-0.8914,0.2538,0.0451,-0.0430,17.76,14.96,0.5420,-0.4580,0.0087,-0.6795,-0.6166,0.3587,0.0885,-0.0876,35.83,19.14,0.5456,-0.4544,0.0068,-0.5802,-0.5173,0.4389,0.1307,-0.1332
2026-08-28 23:29:00,AMD,Nasdaq 100 / S&P 500,465.58,470.00,0.4773,9.76,13.80,0.4620,-0.5380,0.0129,-0.9010,-0.8367,0.2561,0.0392,-0.0508,15.05,17.35,0.4865,-0.5135,0.0092,-0.6480,-0.5837,0.3636,0.0808,-0.0991,20.04,22.43,0.5014,-0.4986,0.0073,-0.5517,-0.4875,0.4455,0.1225,-0.1471
2026-08-28 23:29:00,AMGN,Dow 30 / Nasdaq 100 / S&P 500,432.42,430.00,0.4301,9.14,7.89,0.5557,-0.4443,0.0153,-0.7580,-0.6992,0.2366,0.0438,-0.0385,12.20,9.70,0.5542,-0.4458,0.0119,-0.5012,-0.4424,0.3347,0.0862,-0.0784,15.29,12.05,0.5556,-0.4444,0.0103,-0.3926,-0.3339,0.4098,0.1283,-0.1183
2026-08-28 23:29:00,AMT,S&P 500,176.23,175.00,0.3191,4.87,3.19,0.5802,-0.4198,0.0502,-0.2309,-0.2070,0.0954,0.0189,-0.0147,4.87,3.19,0.5691,-0.4309,0.0357,-0.1676,-0.1437,0.1356,0.0365,-0.0305,4.87,3.19,0.5665,-0.4335,0.0292,-0.1392,-0.1153,0.1663,0.0538,-0.0466
2026-08-28 23:29:00,AMZN,Dow 30 / Nasdaq 100 / S&P 500,266.43,270.00,0.2860,2.57,5.90,0.3851,-0.6149,0.0362,-0.3018,-0.2649,0.1411,0.0191,-0.0326,4.20,7.20,0.4276,-0.5724,0.0271,-0.2178,-0.1809,0.2047,0.0420,-0.0614,5.69,8.65,0.4542,-0.5458,0.0214,-0.1908,-0.1539,0.2533,0.0661,-0.0888
2026-08-28 23:29:00,APP,Nasdaq 100,317.76,320.00,0.5381,7.90,10.17,0.4824,-0.5176,0.0168,-0.6939,-0.6501,0.1754,0.0278,-0.0336,11.50,12.77,0.5014,-0.4986,0.0120,-0.4933,-0.4495,0.2483,0.0563,-0.0662,15.60,16.20,0.5130,-0.4870,0.0097,-0.4104,-0.3667,0.3039,0.0847,-0.0989
2026-08-28 23:29:00,ARM,Nasdaq 100,239.05,240.00,0.5869,7.30,8.30,0.5015,-0.4985,0.0205,-0.5691,-0.5362,0.1321,0.0216,-0.0244,11.00,10.68,0.5159,-0.4841,0.0145,-0.4081,-0.3753,0.1866,0.0432,-0.0487,13.99,13.65,0.5256,-0.4744,0.0116,-0.3410,-0.3082,0.2283,0.0645,-0.0732
